m,DateTime,IsCall,Expiry,Strike,FutureAsk,FutureBid,FTTE,BidIV,AskIV,ModelIV,ModelThr,AtmIV_x,FAtmIV,UpperStrikeVol,LowerStrikeVol,TotalTradedQuantity,Position,TargetPosition,FutureMid,MidIV,ttqdiff,sigma2,d1,vega,delta,vega2,SpreadIV,BAIVSpread,BAIVSpread2,invBAIVSpread2,Time,AtmIV_y,SmoothAtmIV,ind,moneynessbin,w1,w2,ModelSpread1,ModelIV1,error1,error1_2,ModelSpread2,ModelIV2,error2,error2_2,ModelSpread3,ModelIV3,error3,error3_2,ModelSpread4,ModelIV4,error4,error4_2
-0.158477440338,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5100,5976.0,5975.6,0.075604564903,0.27429901123,0.359202096558,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,50,0,0,5975.8,0.316750553894,50.0,0.100330913392,1.86314785133,0.461001833416,0.968779266268,0.212522690413,0.193575045872,0.0849030853271,0.00720853389807,138.724463829,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,1,0.0082498135027,1.38022041476e-06,0.171389344665,0.294614622026,-0.0221857012078,0.000492205338083,0.17224548243,0.295470759792,-0.0213295634423,0.000454950276637,0.202014073504,0.325239350866,0.00843902763163,7.12171873674e-05,0.212323597567,0.335548874929,0.0187485516949,0.000351508190658
-0.12001115951,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5300,5976.0,5975.6,0.075604564903,0.1250375,0.245302355957,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,150,0,0,5975.8,0.185169927979,150.0,0.0342879022276,2.38255284991,0.153052796445,0.991403468059,0.0234251584997,0.0619944199569,0.120264855957,0.0144636355784,69.138910102,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,7,0.000909329674485,6.8788829701e-07,0.0868035293142,0.210028806676,0.0248091093573,0.000615491907102,0.0869854531515,0.210210730513,0.0249910331946,0.000624551740135,0.100927466921,0.224152744282,0.0389330469638,0.00151578214589,0.101301766777,0.224527044139,0.0393073468202,0.00154506751405
-0.101319026498,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5400,5976.0,5975.6,0.075604564903,0.159102490234,0.198609094238,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,850,0,0,5975.8,0.178855792236,850.0,0.0319893944165,2.08481120305,0.297627618217,0.981456779303,0.0885821991255,0.0556802842147,0.0395066040039,0.00156077175992,640.708670978,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,10,0.00343862869901,6.3746448405e-06,0.0592892160779,0.18251449344,0.00360893186315,1.30243891929e-05,0.059321831236,0.182547108598,0.00364154702132,1.32608647085e-05,0.0681681630898,0.191393440452,0.0124878788751,0.000155947118799,0.0665548395977,0.189780116959,0.010874555383,0.000118255954778
-0.0829698878299,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5500,5976.0,5975.6,0.075604564903,0.144436975098,0.176623022461,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,800,0,0,5975.8,0.160529998779,800.0,0.0257698805081,1.90177746642,0.428668208139,0.971399873311,0.183756432669,0.0373544907577,0.0321860473633,0.00103594164487,965.305338337,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,14,0.0071331503309,9.60417577171e-06,0.0391982341818,0.162423511544,0.00184374342411,3.39938981393e-06,0.0391643478359,0.162389625198,0.00180985707818,3.27558264345e-06,0.044372399549,0.167597676911,0.00701790879128,4.92510438027e-05,0.0420858715088,0.165311148871,0.00473138075113,2.23859638121e-05
-0.0649513823272,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5600,5976.0,5975.6,0.075604564903,0.13208963623,0.157345556641,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,3000,0,0,5975.8,0.144717596436,3000.0,0.0209431827181,1.65216992586,0.667960637577,0.950750042315,0.446171413352,0.0215420884139,0.0252559204102,0.000637861515764,1567.73841231,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,17,0.0173197080426,1.55980027023e-05,0.0249259244518,0.148151201814,0.00338383603791,1.14503463315e-05,0.0248804701712,0.148105747533,0.00333838175732,1.11447927576e-05,0.0276290417305,0.150854319092,0.00608695331653,3.70510006776e-05,0.0255417063421,0.148766983704,0.0039996179282,1.59969435716e-05
-0.0472518052278,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5700,5976.0,5975.6,0.075604564903,0.13212013855,0.142930160522,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,1200,0,0,5975.8,0.137525149536,1200.0,0.0189131667549,1.26848198702,1.16974224756,0.897687060308,1.36829692572,0.0143496415145,0.0108100219727,0.000116856575049,8557.49879353,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,20,0.0531152435137,8.51416845169e-05,0.0150208620191,0.138246139381,0.000671220504537,4.5053696571e-07,0.0149936612278,0.13821893859,0.000644019713254,4.1476139106e-07,0.0162091861404,0.139434463502,0.0018595446259,3.4579062157e-06,0.0147952055013,0.138020482863,0.000445563986795,1.98527266328e-07
-0.029860062516,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5800,5976.0,5975.6,0.075604564903,0.12915531311,0.13256242218,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,18700,0,0,5975.8,0.130858867645,17500.0,0.0171240432414,0.847867313841,1.82552425366,0.801744065125,3.33253880069,0.00768335962364,0.00340710906982,1.16083922137e-05,86144.5738215,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,23,0.129364180092,0.000857083863419,0.00816995498532,0.131395232347,0.000486595361678,2.36775046006e-07,0.0081682060696,0.131393483431,0.000484846445959,2.35076076159e-07,0.00854844963186,0.131773726994,0.000865090008215,7.48380722313e-07,0.00792321896124,0.131148496323,0.000239859337599,5.75325018332e-08
-0.0127656291567,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,5900,5976.0,5975.6,0.075604564903,0.125534687805,0.126193537903,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,273050,0,0,5975.8,0.125864112854,255550.0,0.0158417749045,0.386167997703,2.42721336945,0.650313873457,5.89136474084,0.00268860483239,0.000658850097656,4.34083451181e-07,2303704.50032,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,26,0.228693982247,0.0229203984153,0.00318514078962,0.126410418151,0.000496535957231,2.46547956823e-07,0.00319566527763,0.126420942639,0.00050706044525,2.57110295137e-07,0.00323115698388,0.126456434346,0.000542552151497,2.94362837094e-07,0.00318692109879,0.126412198461,0.000498316266408,2.48319101367e-07
0.00404148915972,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,6000,5976.0,5975.6,0.075604564903,0.122170281982,0.122478355408,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,1059100,0,0,5975.8,0.122324318695,989850.0,0.0149632389442,-0.103341207931,2.60118470332,0.458846085738,6.7661618608,-0.00085118932655,0.000308073425293,9.49092353718e-08,10536382.4298,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,29,0.262652300195,0.104830321387,-0.00100188508081,0.122223392281,-0.000150695754259,2.27092103518e-08,-0.00100991271932,0.122215364642,-0.000158723392773,2.51931154133e-08,-0.00101700188759,0.122208275474,-0.000165812561044,2.74938053998e-08,-0.0009739138652,0.122251363497,-0.00012272453865,1.50613123868e-08
0.0205707911109,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,6100,5976.0,5975.6,0.075604564903,0.119714845276,0.119900909424,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,827500,0,0,5975.8,0.11980787735,761900.0,0.0143539274751,-0.607969931095,2.1738351991,0.271603708439,4.72555947284,-0.00336763067177,0.000186064147949,3.4619867152e-08,28885148.3921,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,32,0.183439162525,0.287388903109,-0.00450982114755,0.118715456214,-0.00114219047579,1.30459908298e-06,-0.00451120136778,0.118714075994,-0.00114357069602,1.30775393679e-06,-0.00447925209968,0.118746025262,-0.00111162142791,1.235702199e-06,-0.00454331276621,0.118681964596,-0.00117568209445,1.38222838721e-06
0.0368313119827,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,6200,5976.0,5975.6,0.075604564903,0.117479025269,0.117619335937,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,723250,0,0,5975.8,0.117549180603,682950.0,0.0138178098604,-1.12336342734,1.39143279507,0.130641587914,1.93608522319,-0.00562632741859,0.000140310668945,1.96870838198e-08,50794724.5592,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,36,0.0751559373993,0.505375287556,-0.00580473342781,0.117420543934,-0.000178406009222,3.18287041266e-08,-0.00577091732628,0.117454360035,-0.000144589907689,2.09062414054e-08,-0.0057279590586,0.117497318303,-0.000101631640009,1.03289902509e-08,-0.00569988509982,0.117525392262,-7.35576812307e-05,5.41073246804e-09
0.0528316533292,05/02/2013 09:25:52.117 AM,True,2/28/2013 12:00:00 AM,6300,5976.0,5975.6,0.075604564903,0.118851629639,0.119400671387,0,0,0.123175508022,0.123432471879,0.122324318695,0.125864112854,465150,0,0,5975.8,0.119126150513,424400.0,0.014191039736,-1.59654332358,0.731126639314,0.0551837706034,0.534546162715,-0.00404935750892,0.000549041748047,3.01446841099e-07,3317334.48045,2013-02-05 09:25:52.117,0.123175508022,0.123225277362,600,39,0.0207502838516,0.033005373718,-0.00331115724487,0.119914120117,0.000738200264052,5.44939629847e-07,-0.0033394826562,0.119885794706,0.00070987485272,5.03922306524e-07,-0.00327907168245,0.119946205679,0.000770285826478,5.93340254472e-07,-0.00322093859037,0.120004338771,0.000828418918553,6.86277904616e-07
